"logFC","FC","P.Value","adj.P.Val","entrez_ID","ensembl_ID","merged_symbol","merged_description","ensembl_description","AveExpr","CI.L","CI.R","t"
-1.57946658076431,-2.98859329633948,4.22200638806227e-16,2.63215149709796e-14,"111564637","ENSAOCG00000018882","esco2","establishment of sister chromatid cohesion N-acetyltransferase 2","establishment of sister chromatid cohesion N-acetyltransferase 2",3.47203064151413,-2.06428147932044,-1.09465168220819,-9.72786852386298
-1.57808012227794,-2.98572257866426,1.22420685561763e-15,6.27784934673631e-14,"111577523","ENSAOCG00000020635","ikbip","IKBKB interacting protein","IKBKB interacting protein",2.61391676032171,-2.07324674378831,-1.08291350076758,-9.51614160707708
-1.57807030357812,-2.98570225849046,2.35265561656675e-08,1.38560286217158e-07,"111579950",NA,"znf648","zinc finger protein 648",NA,4.66894414026682,-2.35433103788505,-0.801809569271196,-6.07018513619037
-1.57775813865641,-2.98505629336414,1.20324802328928e-10,1.24534146687191e-09,"111575879","ENSAOCG00000009956","haus1","HAUS augmin-like complex, subunit 1","HAUS augmin like complex subunit 1",1.16570424906805,-2.23247163697669,-0.923044640336129,-7.1956883018042
-1.57731355941962,-2.98413656358467,9.37408443265945e-15,3.41622725060269e-13,"111581554","ENSAOCG00000001647","p4ha1b","prolyl 4-hydroxylase, alpha polypeptide I b","prolyl 4-hydroxylase subunit alpha 1",4.6180086236612,-2.09425553945699,-1.06037157938226,-9.11086146865818
-1.57396379062278,-2.97721578596012,4.00264880387536e-12,6.37640901907305e-11,"111567990",NA,"esrrd","estrogen-related receptor delta",NA,2.27812964567328,-2.16930579640977,-0.9786217848358,-7.8942598775718
-1.57151669045877,-2.97217011126737,1.50380894377124e-18,2.63318340943536e-16,"111562666","ENSAOCG00000004342","mybl2b","v-myb avian myeloblastosis viral oncogene homolog-like 2b","MYB proto-oncogene like 2",3.62610255729859,-2.0039662414051,-1.13906713951243,-10.8509248519719
-1.56874445264408,-2.96646436558587,4.34174869290102e-21,2.16637489367302e-18,"111563758",NA,"triqk","triple QxxK/R motif containing",NA,4.02455010977393,-1.95817698978113,-1.17931191550703,-12.0282702560306
-1.56812944128363,-2.96520005093729,5.53141684474916e-13,1.15441527133922e-11,"111566572","ENSAOCG00000010353","zgc:113307_ENSAOCG00000010353","uncharacterized LOC111566572","lumican-like",1.9254087765404,-2.13264342764044,-1.00361545492682,-8.29450380381021
-1.56523892813487,-2.95926506879827,1.11665022304191e-21,7.75819758189568e-19,"111578783","ENSAOCG00000000724","mxd3","MAX dimerization protein 3","MAX dimerization protein 3",2.54854275317917,-1.94507316863331,-1.18540468763643,-12.304663370557
-1.56400810145961,-2.95674146609426,1.58237619752262e-11,2.08830995969621e-10,"111576710","ENSAOCG00000003795","rmi2_ENSAOCG00000003795","RecQ mediated genome instability 2","RecQ mediated genome instability 2",1.25996512894948,-2.17736405744942,-0.950652145469801,-7.61394297666167
-1.55838895286357,-2.94524766073335,2.10751567904728e-12,3.60827378882599e-11,"111569440","ENSAOCG00000020368","slc2a2","solute carrier family 2 member 2","solute carrier family 2 member 2",4.15427557593105,-2.13828207233758,-0.978495833389569,-8.02437310276639
-1.55666110358635,-2.94172238497014,0.00186722694493174,0.00397291994765124,"129348336",NA,"LOC129348336","uncharacterized LOC129348336",NA,-0.487656296072277,-3.01084169847877,-0.10248050869392,-3.19638392034474
-1.55493664639263,-2.93820823708541,5.89750269276678e-13,1.21202684157262e-11,"111570117","ENSAOCG00000000717","tnmd","tenomodulin","tenomodulin",4.46862255621747,-2.11557381712418,-0.994299475661075,-8.2815955883653
-1.55331532713481,-2.93490809556504,1.54908143893583e-14,5.3297309954952e-13,"111574978","ENSAOCG00000022521","xrcc3","X-ray repair complementing defective repair in Chinese hamster cells 3","X-ray repair cross complementing 3",1.28583995893698,-2.06805077666966,-1.03857987759997,-9.01070469929344
-1.55291830606541,-2.93410053748689,3.3676838536705e-19,7.71629519578247e-17,"111570356","ENSAOCG00000018370","hmgcs1","3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)","3-hydroxy-3-methylglutaryl-CoA synthase 1",6.94280971175526,-1.96876751316769,-1.13706909896312,-11.1505410324495
-1.5526139259685,-2.93348156564879,2.51230967929e-15,1.13438419020017e-13,"111577896","ENSAOCG00000021411","msh2","mutS homolog 2 (E. coli)","mutS homolog 2",4.44611539636947,-2.04722449602856,-1.05800335590843,-9.37310090517257
-1.54838700863261,-2.9248994073689,1.42254843238612e-16,1.08264481048524e-14,"111577958","ENSAOCG00000018080","tonsl","tonsoku-like, DNA repair protein","tonsoku like, DNA repair protein",2.88979199827585,-2.01332219830843,-1.08345181895678,-9.94421050740425
-1.54604264187909,-2.92015033120378,5.83393126500896e-17,5.19091090523565e-15,"111577479","ENSAOCG00000020646","ckap4_ENSAOCG00000020646","cytoskeleton associated protein 4","cytoskeleton associated protein 4",4.98281817708759,-2.00214109212694,-1.08994419163124,-10.1215279795482
-1.54592335701781,-2.91990889741673,1.77929000107745e-11,2.31135995435501e-10,"111588590","ENSAOCG00000000904","col1a1a","collagen, type I, alpha 1a","collagen alpha-1(I) chain-like",11.8796369627634,-2.15410596519935,-0.937740748836258,-7.58991951484296
-1.54237778711562,-2.91274173473281,6.1107863969269e-14,1.7501877316092e-12,"111573288","ENSAOCG00000017992","pole2","polymerase (DNA directed), epsilon 2","DNA polymerase epsilon 2, accessory subunit",2.78544140826043,-2.06952584839598,-1.01522972583527,-8.73657796308697
-1.54213836555814,-2.9122583925988,0.0150064799173279,0.0260989635383889,"129349804",NA,"LOC129349804","uncharacterized LOC129349804",NA,-1.64807101004226,-3.40239474399929,0.318118012883005,-2.47533366202472
-1.54197080481718,-2.9119201701586,7.73031089609076e-21,3.32990872160006e-18,"111573660","ENSAOCG00000003868","LOC111573660_ENSAOCG00000003868","tubulin alpha-1C chain-like","tubulin alpha-1C chain-like",3.18506893479861,-1.92851775057492,-1.15542385905944,-11.9112437837304
-1.54091230730497,-2.90978449371539,8.58809836764738e-12,1.22254106174745e-10,"111575503","ENSAOCG00000024269","mcm5","minichromosome maintenance complex component 5","minichromosome maintenance complex component 5",5.64964964053171,-2.13545778254133,-0.946366832068612,-7.73884331954972
-1.54048299253211,-2.90891873374354,8.7127033029879e-13,1.67707582615773e-11,"111588554","ENSAOCG00000001818","unga","uracil DNA glycosylase a","uracil DNA glycosylase",2.38814507745578,-2.1012359960083,-0.979729989055928,-8.20292060183615
-1.54024743461548,-2.90844381501144,5.85297714911948e-20,1.65870291891757e-17,"111588970","ENSAOCG00000023671","LOC111588970_fkbp10b","peptidyl-prolyl cis-trans isomerase FKBP10-like","peptidyl-prolyl cis-trans isomerase FKBP10-like",4.56162578425704,-1.94009221516293,-1.14040265406802,-11.5022359256542
-1.53971403739007,-2.90736869583049,1.2210261854543e-15,6.27648257334481e-14,"111569085","ENSAOCG00000022639","gins3","GINS complex subunit 3","GINS complex subunit 3",2.47787332198116,-2.02281595838251,-1.05661211639762,-9.51665911434283
-1.53902241943089,-2.90597525754656,4.01152593683306e-17,3.85715382265672e-15,"111565033","ENSAOCG00000004391","zgc:103559","zgc:103559","allantoinase, mitochondrial-like",3.83288165796907,-1.98973089288355,-1.08831394597823,-10.1960611578923
-1.5389116946711,-2.90575223670285,1.16906676457913e-13,3.01549221263538e-12,"111572747","ENSAOCG00000002167","fbxo5_ENSAOCG00000002167","F-box protein 5","F-box only protein 5-like",1.59722548846374,-2.07281233821663,-1.00501105112557,-8.60669601384305
-1.53822033005997,-2.90436008317977,2.0326952236426e-06,7.87413484295223e-06,"111564671",NA,"LOC111564671","uncharacterized LOC111564671",NA,-0.735601063695675,-2.44818461085016,-0.628256049269772,-5.04751258282695
-1.52433970440872,-2.87655031331668,1.95754739927297e-13,4.70554195151129e-12,"111573769","ENSAOCG00000024272","cdca7b_ENSAOCG00000024272","cell division cycle associated 7b","cell division cycle associated 7 like",3.63900596246605,-2.05961375495275,-0.989065653864693,-8.50332504216776
-1.5209615178546,-2.86982251914758,2.13646027679528e-16,1.50376083142538e-14,"111579755","ENSAOCG00000017353","timeless","timeless circadian clock","timeless circadian regulator",3.82032631151693,-1.9814068219487,-1.0605162137605,-9.86332597196768
-1.51980656063489,-2.86752598677683,1.11088048395818e-18,2.11735786402578e-16,"111587230","ENSAOCG00000001626","LOC111587230_RRM2","ribonucleoside-diphosphate reductase subunit M2.1","ribonucleoside-diphosphate reductase subunit M2",4.86206190290712,-1.93570516187406,-1.10390795939571,-10.911490115938
-1.51787536239164,-2.86369007121033,1.80588392359173e-11,2.33604372049962e-10,"111577957","ENSAOCG00000002666","orc3","origin recognition complex, subunit 3","origin recognition complex subunit 3",2.84345109253119,-2.11526286682966,-0.920487857953622,-7.58687949211524
-1.51267159339763,-2.85337941101877,6.22171785030214e-17,5.46952485958398e-15,"111574103","ENSAOCG00000016408","skp2","S-phase kinase-associated protein 2, E3 ubiquitin protein ligase","S-phase kinase associated protein 2",2.47498293859637,-1.95949053618374,-1.06585265061152,-10.1087226961414
-1.50812432935904,-2.84439993685959,5.06792522370037e-14,1.49092573732356e-12,"111566265",NA,"palb2","partner and localizer of BRCA2",NA,1.73726804600979,-2.02136682646543,-0.994881832252663,-8.77400232670971
-1.50674701761874,-2.84168574164002,8.57921192269768e-08,4.44714961229994e-07,"111571804","ENSAOCG00000013417","LOC111571804_ENSAOCG00000013417","hyaluronan-binding protein 2-like","hyaluronan-binding protein 2-like",7.42160569099449,-2.28484040655556,-0.728653628681911,-5.78218288105594
-1.50615943274655,-2.84052860757794,8.04596615271492e-10,6.750838293618e-09,"111576506","ENSAOCG00000010797","si:dkey-6i22.5","polyamine-modulated factor 1","polyamine-modulated factor 1-like",1.4086804232305,-2.16775525718366,-0.844563608309431,-6.79769068284924
-1.50571512868163,-2.83965395004175,3.69106080885342e-15,1.5555622595431e-13,"111578176","ENSAOCG00000008821","ccna2","cyclin A2","cyclin A2",3.16876453135358,-1.98933653962216,-1.02209371774109,-9.29652202753576
-1.50442487602695,-2.83711548344426,5.27198789792544e-11,5.98966799581971e-10,"111573347","ENSAOCG00000015957","col1a2","collagen, type I, alpha 2","collagen type I alpha 2 chain",11.6641712359108,-2.11422756184197,-0.894622190211942,-7.3665540811296
-1.50344380687948,-2.83518682893944,2.04878870409694e-15,9.4489959547837e-14,"111563398","ENSAOCG00000020671","LOC111563398_zgc:110540","deoxycytidine kinase 2-like","deoxycytidine kinase-like",2.63272125485255,-1.9803254184343,-1.02656219532465,-9.41368869570901
-1.49788600362925,-2.82428563545597,5.60839395744502e-15,2.18038969414171e-13,"111583613","ENSAOCG00000001814","serpinh1a","serpin peptidase inhibitor, clade H (heat shock protein 47), member 1a","serpin H1-like",4.98508394410928,-1.98334309999288,-1.01242890726562,-9.21321311583053
-1.49631146849465,-2.82120493505808,1.08817795283647e-15,5.64751246944381e-14,"111566896","ENSAOCG00000017993","lgals2a","lectin, galactoside-binding, soluble, 2a","beta-galactoside-binding lectin-like.1",5.5804839122712,-1.96466772545376,-1.02795521153554,-9.53957191878312
-1.49497137760704,-2.81858559031318,1.08642619235126e-18,2.10805831809562e-16,"111574572","ENSAOCG00000013249","erg28","ergosterol biosynthesis 28 homolog","ergosterol biosynthesis 28 homolog",3.70560341288439,-1.90390688791748,-1.08603586729659,-10.91594306119
-1.49354736763885,-2.81580488222216,1.10152229924546e-26,4.74491745622976e-23,"111581877","ENSAOCG00000010965","chrna1","cholinergic receptor, nicotinic, alpha 1 (muscle)","acetylcholine receptor subunit alpha",3.35315021147328,-1.79657935879246,-1.19051537648524,-14.7168115817563
-1.49314347883949,-2.81501669563832,2.84213657552839e-17,2.92889653414978e-15,"111576008","ENSAOCG00000005112","LOC111576008_hapln1a","hyaluronan and proteoglycan link protein 1-like","hyaluronan and proteoglycan link protein 1-like",7.06806929331196,-1.92749370311581,-1.05879325456318,-10.2646631087607
-1.48813042413439,-2.80525209336639,2.88346229991565e-16,1.94075034423698e-14,"111573696","ENSAOCG00000004452","LOC111573696_ENSAOCG00000004452","uncharacterized LOC111573696","uncharacterized LOC111573696",3.03198428722402,-1.94137674077633,-1.03488410749245,-9.80369791483941
-1.4871286074232,-2.8033047844685,1.8659601166754e-05,5.94073155845598e-05,"129349723",NA,"LOC129349723","uncharacterized LOC129349723",NA,-0.45551834912887,-2.47432982746321,-0.499927387383185,-4.49806837750619
-1.48692531760247,-2.80290979927639,1.01952252019986e-09,8.31130811508876e-09,"118469223",NA,"LOC118469223","uncharacterized LOC118469223",NA,2.61924473870433,-2.14492127836696,-0.828929356837982,-6.74759700766586
-1.48117651699456,-2.79176308586358,2.15475782169812e-10,2.0942768034176e-09,"111576982","ENSAOCG00000010236","ly97.3_ENSAOCG00000010236","lymphocyte antigen 97, tandem duplicate 3","CD59 glycoprotein-like.1",4.56669772895554,-2.10635294107446,-0.85600009291467,-7.07436452754212
-1.47957825013606,-2.78867198785972,1.33182268336639e-10,1.36334586284912e-09,"111564010",NA,"mrnip","MRN complex interacting protein",NA,0.364126928606951,-2.09535605020253,-0.863800450069597,-7.1745905180751
-1.47830229606259,-2.7862067098494,1.19433989341373e-16,9.35407004521632e-15,"111565346","ENSAOCG00000015084","pold1","polymerase (DNA directed), delta 1, catalytic subunit","DNA polymerase delta 1, catalytic subunit",4.96184334939896,-1.92064606089496,-1.03595853123022,-9.97898913815067
-1.47724849632629,-2.78417230080759,1.38948450330578e-15,6.97592476275054e-14,"111574099","ENSAOCG00000006009","p3h1","prolyl 3-hydroxylase 1","prolyl 3-hydroxylase 1",4.55984714272161,-1.94200676367149,-1.0124902289811,-9.49094902939097
-1.47620767081743,-2.78216439726223,8.25992963092191e-12,1.18050673119307e-10,"111569188","ENSAOCG00000018273","serpinh1b","serpin peptidase inhibitor, clade H (heat shock protein 47), member 1b","serpin H1-like.1",4.90409413659121,-2.04520317671585,-0.907212164919013,-7.74679083207643
-1.47525968839276,-2.78033686161143,5.31275359631504e-12,8.10383052106469e-11,"111576487",NA,"zgc:112980","uncharacterized LOC111576487",NA,0.779654865340334,-2.03736670340235,-0.913152673383159,-7.83669020031025
-1.47484418686861,-2.77953622957832,4.86776209915692e-16,2.95329183356737e-14,"111580052","ENSAOCG00000012487","meltf","melanotransferrin","melanotransferrin-like.1",7.89355782565922,-1.92886636410429,-1.02082200963293,-9.69956554579181
-1.47053768582128,-2.77125157652518,5.17353556554295e-14,1.51602189130155e-12,"111581972","ENSAOCG00000008013","tk1","thymidine kinase 1, soluble","thymidine kinase 1",3.43525562944387,-1.97122409658794,-0.969851275054625,-8.76987822330097
-1.46884023819147,-2.76799289189582,4.10910343337952e-07,1.84340491039634e-06,"111582618","ENSAOCG00000004101","LOC111582618_ENSAOCG00000004101","complement C1q tumor necrosis factor-related protein 3-like","complement C1q tumor necrosis factor-related protein 3-like",4.90125559045885,-2.27735258942254,-0.660327886960402,-5.42464235970271
-1.46863500501782,-2.76759915410318,4.43710222004222e-09,3.09777334247226e-08,"111573878","ENSAOCG00000023041","ube2t","ubiquitin-conjugating enzyme E2T (putative)","ubiquitin-conjugating enzyme E2 T-like",0.404866819033751,-2.15026698213774,-0.787003027897899,-6.4334973696647
-1.46533560347438,-2.76127696752135,8.20862902799667e-09,5.37868731381175e-08,"118471122",NA,"LOC118471122","protein TsetseEP-like.1",NA,0.0397379989797524,-2.15979675024408,-0.770874456704679,-6.30046142801589
-1.46416355733661,-2.75903461576605,1.43853074070306e-14,4.9812017834827e-13,"111564849","ENSAOCG00000011390","atic","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",5.09643468219215,-1.94856209720719,-0.979765017466035,-9.0254731011857
-1.46387097952201,-2.75847514169301,2.59773491966195e-05,8.02611027107718e-05,"129349625",NA,"LOC129349625","uncharacterized LOC129349625",NA,-0.848693710951991,-2.45440568042068,-0.473336278623337,-4.41282103878032
-1.46257454876098,-2.75599744155401,1.57611837977538e-11,2.08132665012888e-10,"111586501","ENSAOCG00000024178","mcm2","minichromosome maintenance complex component 2","minichromosome maintenance complex component 2",6.24225627724091,-2.03609026713022,-0.889058830391733,-7.61475430301673
-1.46251365721554,-2.75588112216756,1.27519489171465e-15,6.46238766535296e-14,"111572297","ENSAOCG00000016482","gins2","GINS complex subunit 2","GINS complex subunit 2",2.13104497461362,-1.92180986378921,-1.00321745064187,-9.50802423883255
-1.4584349272972,-2.74810080817872,0.0126370157036608,0.02239026359209,"129350146",NA,"LOC129350146","uncharacterized LOC129350146",NA,-1.40518871885305,-3.1729231438732,0.256053289278799,-2.54001195237794
-1.45455679407521,-2.7407235113412,0.0084463254116934,0.0155957215771959,"129348515",NA,"LOC129348515","uncharacterized LOC129348515",NA,1.07653443196372,-3.07071980754612,0.161606219395703,-2.68737781780684
-1.45448010659041,-2.74057783009836,8.33098309792448e-06,2.84904277489834e-05,"111578136","ENSAOCG00000009498","epyc","epiphycan","epiphycan-like",2.02156691808277,-2.37812488356612,-0.530835329614707,-4.70203670855975
-1.45019529912071,-2.73245038310955,2.84750255000093e-18,4.38067928013715e-16,"111577933","ENSAOCG00000019126","asf1bb_ASF1B","anti-silencing function 1Bb histone chaperone","histone chaperone asf1b-B-like",3.84389766355258,-1.85400706174974,-1.04638353649168,-10.7233562935389
-1.45007952506189,-2.73223111696558,0.00404682733237541,0.00801550082358736,"129348646",NA,"LOC129348646","histone H4.13",NA,-1.08234918767099,-2.92128449375286,0.0211254436290826,-2.94307849840636
-1.44773359181325,-2.72779190896615,4.15762951588071e-13,9.08184832789439e-12,"111572442","ENSAOCG00000012774","cdc6","cell division cycle 6 homolog (S. cerevisiae)","cell division cycle 6",2.64023526978648,-1.9653199097983,-0.930147273828212,-8.3519728199624
-1.4472651854716,-2.72690640815388,1.52087107598084e-08,9.34298951354116e-08,"111566347","ENSAOCG00000024625","seraf","Schwann cell-specific EGF-like repeat autocrine factor","von Willebrand factor D and EGF domain-containing protein-like.1",0.632388718322536,-2.1481185011843,-0.746411869758894,-6.16600952412413
-1.44481751884818,-2.72228387961713,1.79191888673725e-15,8.5009579256711e-14,"111568444","ENSAOCG00000024703","mad2l1","MAD2 mitotic arrest deficient-like 1 (yeast)","mitotic arrest deficient 2 like 1",2.52341340228694,-1.90180928219278,-0.987825755503584,-9.44034432168465
-1.44432374173048,-2.72135230957464,1.30991734672279e-11,1.76773181790197e-10,"111568085",NA,"clcn1a","chloride channel, voltage-sensitive 1a",NA,2.55055956896803,-2.00788108750553,-0.88076639595543,-7.65261110407818
-1.44414672925209,-2.72101843183031,3.64421671168596e-11,4.33402206163955e-10,"111574675","ENSAOCG00000010008","LOC111574675_INA","alpha-internexin-like","alpha-internexin-like.1",2.20055922084127,-2.02352927139459,-0.8647641871096,-7.44267618917719
-1.44349127045039,-2.71978247389063,3.37881943222561e-15,1.45837701265081e-13,"111582368","ENSAOCG00000011904","rtn2a","reticulon 2a","reticulon-1-A-like",4.96561034537644,-1.90625105662664,-0.980731484274139,-9.31411848938447
-1.44280001165905,-2.71847961836593,1.3312710878967e-13,3.34963980036439e-12,"118471083",NA,"LOC118471083","uncharacterized LOC118471083",NA,1.39243075480041,-1.94487530791611,-0.940724715401995,-8.58065601968056
-1.44035175309945,-2.71387026104429,0.000392092258828341,0.000954116266031501,"111573147","ENSAOCG00000004133","LOC111573147_ENSAOCG00000004133","serum amyloid P-component-like.1","serum amyloid P-component-like.2",2.22533725286284,-2.6120986409446,-0.268604865254308,-3.67043861496744
-1.43638035217,-2.70640988604793,2.13064864613323e-05,6.69534732133317e-05,"111575698","ENSAOCG00000017229","LOC111575698_SLC24A1","sodium/potassium/calcium exchanger 2-like.1","sodium/potassium/calcium exchanger 1-like.1",0.244815560132253,-2.39716921166306,-0.475591492676942,-4.46400534169364
-1.43473603040367,-2.70332699365336,8.38923874798282e-17,7.05810250601773e-15,"111563082","ENSAOCG00000017951","fanci","FA complementation group I","FA complementation group I",3.44694814323789,-1.86104197995846,-1.00843008084887,-10.0492539108493
-1.43241328368499,-2.6989781245506,2.64307854263805e-14,8.57328699568347e-13,"111572012","ENSAOCG00000023950","trip13","thyroid hormone receptor interactor 13","thyroid hormone receptor interactor 13",2.39099715031949,-1.91276869346072,-0.95205787390927,-8.90407608066371
-1.42641222035621,-2.68777471793386,5.12784586572223e-17,4.67981119728497e-15,"111563381","ENSAOCG00000021408","rpa2","replication protein A2","replication protein A2",5.30115202135828,-1.84615388414385,-1.00667055656857,-10.1471990485223
-1.42350398683388,-2.6823620679666,7.40476976922105e-15,2.77363358764318e-13,"111577746","ENSAOCG00000006230","cenpt_ENSAOCG00000006230","centromere protein T","centromere protein T",2.53903158513453,-1.8876429002657,-0.959365073402055,-9.15785820791209
-1.42222650332325,-2.67998793030783,1.34619821140892e-12,2.41218112124171e-11,"111572685","ENSAOCG00000021417","LOC111572685_ENSAOCG00000021417","CD209 antigen-like protein E.2","CD209 antigen-like protein E.5",2.4241292976449,-1.94553794383645,-0.898915062810061,-8.11506021343871
-1.41340052299342,-2.66364260798029,3.89223066410196e-14,1.18238172134595e-12,"111562789","ENSAOCG00000016751","LOC111562789_ENSAOCG00000016751","DNA replication fork stabilization factor DONSON","downstream neighbor of SON",2.57692743158426,-1.89153156337668,-0.935269482610168,-8.82676403878586
-1.41320943425199,-2.66328982489586,1.6892383375989e-12,2.96035926079782e-11,"111566766","ENSAOCG00000022484","sass6","SAS-6 centriolar assembly protein","SAS-6 centriolar assembly protein",1.90125960341094,-1.9361611454395,-0.89025772306447,-8.06915667449033
-1.41260714963901,-2.66217820833248,1.12873040587609e-08,7.11460213103871e-08,"118470228",NA,"LOC118470228","uncharacterized LOC118470228",NA,0.687149693065995,-2.08952413775638,-0.735690161521646,-6.23116419038509
-1.40847325571403,-2.65456092957228,4.60984920939354e-13,9.88913668046993e-12,"111586756","ENSAOCG00000019177","lrwd1","leucine-rich repeats and WD repeat domain containing 1","leucine rich repeats and WD repeat domain containing 1",2.81434892728473,-1.91327919096149,-0.903667320466565,-8.33119617411782
-1.40800503436532,-2.65369954141167,1.90469870551778e-12,3.29770102246318e-11,"111566945","ENSAOCG00000002801","nsl1","NSL1 component of MIS12 kinetochore complex","NSL1 component of MIS12 kinetochore complex",1.70221619310337,-1.93060435217429,-0.885405716556356,-8.04486160892012
-1.4079169769322,-2.65353757312873,4.226209588368e-15,1.7142015464081e-13,"111587086","ENSAOCG00000010177","rbbp8_ENSAOCG00000010177","retinoblastoma binding protein 8","RB binding protein 8, endonuclease",2.0251578015419,-1.86144164112747,-0.954392312736923,-9.26956477801749
-1.40766057437729,-2.65306601584324,9.68792801554666e-07,4.00804059928629e-06,"111567037","ENSAOCG00000011186","col2a1a","collagen, type II, alpha 1a","collagen alpha-1(II) chain-like",5.93287944664185,-2.2122513088286,-0.603069839925971,-5.22403560817825
-1.40699195393339,-2.6518367309752,5.02068375811292e-11,5.74272367404334e-10,"111571276","ENSAOCG00000011074","mcm3","minichromosome maintenance complex component 3","minichromosome maintenance complex component 3",5.79002702043884,-1.97652193067574,-0.837461977191041,-7.37663397541707
-1.40655599065147,-2.65103550219876,7.33474243619322e-13,1.45465637744686e-11,"111580870","ENSAOCG00000021883","fbxo40.1_FBXO40","F-box protein 40, tandem duplicate 1","F-box only protein 40-like",2.93242946700117,-1.91639994692186,-0.896712034381079,-8.23764282818532
-1.40306601037683,-2.64463021232523,4.85921262121034e-10,4.29629398340018e-09,"111581512","ENSAOCG00000018688","neil3","nei-like DNA glycosylase 3","nei like DNA glycosylase 3",1.3334078624134,-2.00988700060053,-0.796245020153123,-6.90399896263956
-1.40053015904248,-2.63998578065838,1.12733811497899e-13,2.9395409588883e-12,"111579911","ENSAOCG00000010169","cenps","centromere protein S","centromere protein S-like",1.17875676671353,-1.88601075235245,-0.915049565732522,-8.61397882333573
-1.39952556943432,-2.63814812332059,4.12432407882181e-13,9.03843518204731e-12,"111588288","ENSAOCG00000007508","LOC111588288_suv39h1b","histone-lysine N-methyltransferase SUV39H1","suppressor of variegation 3-9 homolog 1",2.47738100211981,-1.89977988116963,-0.899271257699018,-8.3535909493676
-1.3991397247446,-2.63744265244277,2.07587497896239e-07,9.91796701350752e-07,"111587238","ENSAOCG00000021437","allc","allantoicase","allantoicase",2.92303846068878,-2.14760154807786,-0.650677901411336,-5.5818047706703
-1.39791895449345,-2.63521186242484,3.63794955240784e-13,8.11054765231612e-12,"111566511","ENSAOCG00000012635","bcl2l16_ENSAOCG00000012635","BCL2 like 16","bcl-2-related ovarian killer protein-like",2.12965244324637,-1.89609381718486,-0.899744091802046,-8.37883025446021
-1.3945203087226,-2.62901123762381,1.41620183908521e-14,4.92765027628713e-13,"111573487","ENSAOCG00000011592","znf367","zinc finger protein 367","zinc finger protein 367",4.30145408719073,-1.85571889099581,-0.933321726449386,-9.02859325551536
-1.39343476498022,-2.6270338042876,5.74136540130988e-13,1.18787250733345e-11,"111577980","ENSAOCG00000017489","hhatla","hedgehog acyltransferase like, a","protein-cysteine N-palmitoyltransferase HHAT-like protein",6.70322051655744,-1.89551425709083,-0.891355272869615,-8.28700054543596
-1.39210466902348,-2.62461292066966,1.31648056238824e-14,4.61797367308108e-13,"111572476","ENSAOCG00000002452","mybl1","v-myb avian myeloblastosis viral oncogene homolog-like 1","MYB proto-oncogene like 1",1.80537323027267,-1.85176296725619,-0.932446370790769,-9.04315539334133
-1.38918674573412,-2.61930987366409,3.89705683358236e-08,2.18069135052473e-07,"111582556","ENSAOCG00000001928","LOC111582556_zgc:56585","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like",3.57957134917664,-2.08533737042987,-0.693036121038364,-5.95855047021903
-1.38616037106831,-2.6138210459557,1.29440687076132e-13,3.27217549089874e-12,"111572292","ENSAOCG00000016641","cenpn","centromere protein N","centromere protein N",1.26510671305836,-1.8682096001586,-0.904111141978018,-8.5862848954444
-1.38220377949283,-2.60666246166223,6.58123600655878e-13,1.32970601415819e-11,"111574210","ENSAOCG00000013039","LOC111574210_EMILIN3","EMILIN-3","elastin microfibril interfacer 3",3.28518044032967,-1.88189517529748,-0.882512383688169,-8.25949345178132
-1.38168432877747,-2.60572408667125,8.53077992572897e-05,0.000237940746658101,"118470526",NA,"LOC118470526","uncharacterized LOC118470526",NA,-0.775074244387166,-2.38844729571258,-0.374921361842362,-4.09793257278566
-1.3802102001505,-2.60306294859465,3.12184540702892e-08,1.78777735646341e-07,"111562799","ENSAOCG00000016803","LOC111562799_ENSAOCG00000016803","histone-arginine methyltransferase CARM1-like","histone-arginine methyltransferase CARM1-like",-0.411375822911613,-2.06620187894585,-0.69421852135514,-6.00771875436876
-1.37833900485712,-2.59968892872741,4.94217087645365e-12,7.61405410136328e-11,"111570345","ENSAOCG00000018587","dmgdh","dimethylglycine dehydrogenase","dimethylglycine dehydrogenase",5.55821223277099,-1.9025331853902,-0.854144824324053,-7.85139920011134
-1.37829044126439,-2.59960142020626,1.96685941411914e-05,6.22322561282467e-05,"129350182",NA,"LOC129350182","uncharacterized LOC129350182",NA,-0.36566646027516,-2.29599688892337,-0.460583993605406,-4.48456341518898
-1.37765542616345,-2.59845743422125,4.2087980172197e-16,2.63215149709796e-14,"111580584","ENSAOCG00000010279","LOC111580584_rrm1","ribonucleoside-diphosphate reductase large subunit","ribonucleoside-diphosphate reductase large subunit",6.10015947821336,-1.80049760881421,-0.954813243512688,-9.72849163006641
-1.3769597273638,-2.59720470383113,9.05678243947876e-17,7.47770616664139e-15,"111570791",NA,"LOC111570791","uncharacterized LOC111570791",NA,3.11562402633382,-1.78671954756998,-0.967199907157609,-10.0340226321305
